source,subject
62013CJ0201,Charter of Fundamental Rights
62013CJ0201,Right of establishment
62013CJ0141,Intellectual; industrial and commercial property
62013CJ0141,Trade marks
62013CJ0126,Intellectual; industrial and commercial property
62013CJ0126,Trade marks
62013CJ0421,Intellectual; industrial and commercial property
62013CJ0421,Approximation of laws
62013CJ0421,Patents
62013CJ0420,Patents
62013CJ0420,Approximation of laws
62013CJ0420,Intellectual; industrial and commercial property
62013CJ0325,Trade marks
62013CJ0325,Intellectual; industrial and commercial property
62013CJ0345,Intellectual; industrial and commercial property
62013CJ0345,General provisions
62013CJ0217,Approximation of laws
62013CJ0217,Intellectual; industrial and commercial property
62013CJ0217,Trade marks
62013CJ0011,Plant health legislation
62013CJ0011,Agriculture and Fisheries
62013CJ0011,Approximation of laws
62013CJ0011,Patents
62013CJ0011,Intellectual; industrial and commercial property
62012CJ0360,area of freedom; security and justice
62012CJ0360,judicial cooperation in civil matters
62012CJ0360,Intellectual; industrial and commercial property
62012CJ0360,Trade marks
62013CJ0360,Intellectual; industrial and commercial property
62013CJ0360,Approximation of laws
62013CJ0360,Copyright and related rights
62012CJ0097,Intellectual; industrial and commercial property
62012CJ0097,Trade marks
62012CJ0591,Trade marks
62012CJ0591,Intellectual; industrial and commercial property
62012CJ0435,Intellectual; industrial and commercial property
62012CJ0435,Approximation of laws
62012CJ0435,Copyright and related rights
62012CJ0583,Intellectual; industrial and commercial property
62012CJ0583,Customs Union
62012CJ0583,Commercial policy
62012CJ0583,External relations
62012CJ0583,Free movement of goods
62012CJ0530,Trade marks
62012CJ0530,Intellectual; industrial and commercial property
62012CJ0314,Intellectual; industrial and commercial property
62012CJ0314,Approximation of laws
62012CJ0314,Copyright and related rights
62012CJ0337,Intellectual; industrial and commercial property
62012CJ0337,Trade marks
62012CJ0479,General provisions
62012CJ0479,Intellectual; industrial and commercial property
62012CJ0351,Copyright and related rights
62012CJ0351,Competition
62012CJ0351,Approximation of laws
62012CJ0351,Intellectual; industrial and commercial property
62012CJ0351,Right of establishment
62012CJ0351,Freedom to provide services
62012CJ0466,Right of establishment
62012CJ0466,Copyright and related rights
62012CJ0466,Intellectual; industrial and commercial property
62012CJ0466,Approximation of laws
62012CJ0466,Freedom to provide services
62012CJ0355,Approximation of laws
62012CJ0355,Intellectual; industrial and commercial property
62012CJ0355,Copyright and related rights
62012CJ0065,Approximation of laws
62012CJ0065,Intellectual; industrial and commercial property
62013CJ0098,Commercial policy
62013CJ0098,External relations
62013CJ0098,Intellectual; industrial and commercial property
62013CJ0098,Approximation of laws
62013CJ0098,Trade marks
62012CJ0558,Intellectual; industrial and commercial property
62012CJ0558,Trade marks
62012CJ0202,Approximation of laws
62012CJ0202,Intellectual; industrial and commercial property
62012CJ0445,Trade marks
62012CJ0445,Intellectual; industrial and commercial property
62012CJ0493,Approximation of laws
62012CJ0493,Patents
62012CJ0493,Intellectual; industrial and commercial property
62012CJ0484,Patents
62012CJ0484,Approximation of laws
62012CJ0484,Intellectual; industrial and commercial property
62012CJ0443,Intellectual; industrial and commercial property
62012CJ0443,Approximation of laws
62012CJ0443,Patents
62012CJ0383,Intellectual; industrial and commercial property
62012CJ0383,Trade marks
62012CJ0597,Intellectual; industrial and commercial property
62012CJ0597,Trade marks
62012CJ0210,Patents
62012CJ0210,Agriculture and Fisheries
62012CJ0210,Approximation of laws
62012CJ0210,Intellectual; industrial and commercial property
62012CJ0210,Plant health legislation
62012CJ0120,Trade marks
62012CJ0120,Intellectual; industrial and commercial property
62012CJ0122,Trade marks
62012CJ0122,Intellectual; industrial and commercial property
62012CJ0121,Trade marks
62012CJ0121,Intellectual; industrial and commercial property
62011CJ0610,Trade marks
62011CJ0610,Intellectual; industrial and commercial property
62011CJ0609,Intellectual; industrial and commercial property
62011CJ0609,Trade marks
62011CJ0661,Approximation of laws
62011CJ0661,Intellectual; industrial and commercial property
62011CJ0621,Trade marks
62011CJ0621,Intellectual; industrial and commercial property
62012CJ0252,Trade marks
62012CJ0252,General provisions
62012CJ0252,Intellectual; industrial and commercial property
62011CJ0414,External relations
62011CJ0414,Commercial policy
62011CJ0414,international agreements
62011CJ0414,World Trade Organization
62011CJ0414,Intellectual; industrial and commercial property
62011CJ0414,Patents
62011CJ0521,Approximation of laws
62011CJ0521,Intellectual; industrial and commercial property
62011CJ0521,Copyright and related rights
62011CJ0521,Freedom to provide services
62011CJ0521,Right of establishment
62012CJ0320,Approximation of laws
62012CJ0320,Intellectual; industrial and commercial property
62011CJ0457,Intellectual; industrial and commercial property
62011CJ0457,Approximation of laws
62011CJ0457,Copyright and related rights
62012CJ0012,Trade marks
62012CJ0012,Intellectual; industrial and commercial property
62011CJ0274,Closer cooperation
62011CJ0274,Patents
62011CJ0274,Intellectual; industrial and commercial property
62011CJ0607,Freedom to provide services
62011CJ0607,Intellectual; industrial and commercial property
62011CJ0607,Approximation of laws
62011CJ0607,Copyright and related rights
62011CJ0607,Right of establishment
62011CJ0655,Trade marks
62011CJ0655,Intellectual; industrial and commercial property
62011CJ0561,Intellectual; industrial and commercial property
62011CJ0561,Trade marks
62011CJ0149,Intellectual; industrial and commercial property
62011CJ0149,Trade marks
62010CJ0534,Plant varieties
62010CJ0534,Agriculture and Fisheries
62010CJ0534,Intellectual; industrial and commercial property
62011CJ0180,Approximation of laws
62011CJ0180,Intellectual; industrial and commercial property
62011CJ0056,Agriculture and Fisheries
62011CJ0056,Intellectual; industrial and commercial property
62011CJ0056,Plant varieties
62011CJ0553,Trade marks
62011CJ0553,Approximation of laws
62011CJ0553,Intellectual; industrial and commercial property
62011CJ0173,Approximation of laws
62011CJ0173,Intellectual; industrial and commercial property
62011CJ0173,Freedom to provide services
62011CJ0173,Right of establishment
62011CJ0402,Trade marks
62011CJ0402,Intellectual; industrial and commercial property
62011CJ0101,Designs
62011CJ0101,Intellectual; industrial and commercial property
62011CJ0096,Intellectual; industrial and commercial property
62011CJ0096,Trade marks
62011CJ0327,Intellectual; industrial and commercial property
62011CJ0327,Trade marks
62011CJ0376,Trans-European networks
62011CJ0376,Intellectual; industrial and commercial property
62011CJ0130,Intellectual; industrial and commercial property
62011CJ0130,Approximation of laws
62011CJ0130,Patents
62011CJ0311,Trade marks
62011CJ0311,Intellectual; industrial and commercial property
62011CJ0128,Copyright and related rights
62011CJ0128,Approximation of laws
62011CJ0128,Intellectual; industrial and commercial property
62010CJ0509,Agriculture and Fisheries
62010CJ0509,Intellectual; industrial and commercial property
62010CJ0509,Plant varieties
62011CJ0306,Trade marks
62011CJ0306,Intellectual; industrial and commercial property
62010CJ0307,Trade marks
62010CJ0307,Approximation of laws
62010CJ0307,Intellectual; industrial and commercial property
62011CJ0005,Copyright and related rights
62011CJ0005,Intellectual; industrial and commercial property
62011CJ0005,Approximation of laws
62011CJ0005,Right of establishment
62011CJ0005,Free movement of goods
62011CJ0005,Quantitative restrictions
62011CJ0005,Freedom to provide services
62011CJ0098,Trade marks
62011CJ0098,Intellectual; industrial and commercial property
62011CJ0196,Trade marks
62011CJ0196,Intellectual; industrial and commercial property
62011CJ0100,Intellectual; industrial and commercial property
62011CJ0100,Trade marks
62010CJ0406,Copyright and related rights
62010CJ0406,Intellectual; industrial and commercial property
62010CJ0406,Approximation of laws
62010CJ0510,Freedom to provide services
62010CJ0510,Right of establishment
62010CJ0510,Approximation of laws
62010CJ0510,Intellectual; industrial and commercial property
62010CJ0510,Copyright and related rights
62010CJ0461,Copyright and related rights
62010CJ0461,Approximation of laws
62010CJ0461,Intellectual; industrial and commercial property
62010CJ0461,Telecommunications
62011CJ0090,Intellectual; industrial and commercial property
62011CJ0090,Approximation of laws
62010CJ0190,Trade marks
62010CJ0190,Intellectual; industrial and commercial property
62010CJ0135,Commercial policy
62010CJ0135,External relations
62010CJ0135,international agreements
62010CJ0135,Copyright and related rights
62010CJ0135,World Trade Organization
62010CJ0135,Intellectual; industrial and commercial property
62010CJ0135,Approximation of laws
62010CJ0162,Copyright and related rights
62010CJ0162,Approximation of laws
62010CJ0162,Intellectual; industrial and commercial property
62010CJ0162,Freedom to provide services
62010CJ0162,Right of establishment
62010CJ0488,Approximation of laws
62010CJ0488,Intellectual; industrial and commercial property
62010CJ0488,Designs
62010CJ0277,international agreements
62010CJ0277,Right of establishment
62010CJ0277,External relations
62010CJ0277,Intellectual; industrial and commercial property
62010CJ0277,Approximation of laws
62010CJ0277,Copyright and related rights
62010CJ0277,Freedom to provide services
62011CJ0053,Intellectual; industrial and commercial property
62011CJ0053,Trade marks
62010CJ0119,Intellectual; industrial and commercial property
62010CJ0119,Approximation of laws
62010CJ0125,Patents
62010CJ0125,Approximation of laws
62010CJ0125,Intellectual; industrial and commercial property
62010CJ0283,Copyright and related rights
62010CJ0283,Approximation of laws
62010CJ0283,Intellectual; industrial and commercial property
62010CJ0283,Freedom to provide services
62010CJ0283,Right of establishment
62010CJ0322,Intellectual; industrial and commercial property
62010CJ0322,Approximation of laws
62010CJ0322,Patents
62010CJ0422,Intellectual; industrial and commercial property
62010CJ0422,Patents
62010CJ0422,Approximation of laws
62011CJ0088,Trade marks
62011CJ0088,Intellectual; industrial and commercial property
62010CJ0034,Intellectual; industrial and commercial property
62010CJ0034,Patents
62010CJ0034,Approximation of laws
62010CJ0281,Designs
62010CJ0281,Intellectual; industrial and commercial property
62010CJ0344,Intellectual; industrial and commercial property
62010CJ0344,Trade marks
62010CJ0140,Intellectual; industrial and commercial property
62010CJ0140,Agriculture and Fisheries
62010CJ0140,Plant varieties
62009CJ0431,Copyright and related rights
62009CJ0431,Intellectual; industrial and commercial property
62009CJ0431,Approximation of laws
62008CJ0403,Free movement of goods
62008CJ0403,Copyright and related rights
62008CJ0403,Approximation of laws
62008CJ0403,Intellectual; industrial and commercial property
62008CJ0403,Freedom to provide services
62008CJ0403,Right of establishment
62008CJ0403,Competition
62008CJ0403,Quantitative restrictions
62008CJ0403,Measures having equivalent effect
62010CJ0426,Intellectual; industrial and commercial property
62010CJ0426,Trade marks
62009CJ0323,Intellectual; industrial and commercial property
62009CJ0323,Approximation of laws
62009CJ0323,Freedom to provide services
62009CJ0323,Consumer protection
62009CJ0482,Approximation of laws
62009CJ0482,Intellectual; industrial and commercial property
62009CJ0400,Intellectual; industrial and commercial property
62009CJ0400,Approximation of laws
62009CJ0400,Trade marks
62009CJ0195,Patents
62009CJ0195,Approximation of laws
62009CJ0195,Intellectual; industrial and commercial property
62009CJ0427,Intellectual; industrial and commercial property
62009CJ0427,Approximation of laws
62009CJ0427,Patents
62010CJ0046,Intellectual; industrial and commercial property
62010CJ0046,Approximation of laws
62009CJ0324,Approximation of laws
62009CJ0324,Intellectual; industrial and commercial property
62009CJ0324,Freedom to provide services
62009CJ0324,Right of establishment
62009CJ0324,Trade marks
62009CJ0324,Consumer protection
62009CJ0263,Intellectual; industrial and commercial property
62009CJ0263,Trade marks
62010CJ0271,Copyright and related rights
62010CJ0271,Approximation of laws
62010CJ0271,Intellectual; industrial and commercial property
62010CJ0271,Freedom to provide services
62010CJ0271,Right of establishment
62009CJ0462,Freedom to provide services
62009CJ0462,Approximation of laws
62009CJ0462,Intellectual; industrial and commercial property
62009CJ0462,Copyright and related rights
62009CJ0462,Right of establishment
62010CJ0317,Intellectual; industrial and commercial property
62010CJ0317,Trade marks
62010CJ0308,Trade marks
62010CJ0308,Intellectual; industrial and commercial property
62009CJ0235,judicial cooperation in civil matters
62009CJ0235,Trade marks
62009CJ0235,Intellectual; industrial and commercial property
62009CJ0235,area of freedom; security and justice
62009CJ0096,Intellectual; industrial and commercial property
62009CJ0096,Trade marks
62009CJ0552,Trade marks
62009CJ0552,Intellectual; industrial and commercial property
62010CJ0051,Intellectual; industrial and commercial property
62010CJ0051,Trade marks
62009CJ0168,Intellectual; industrial and commercial property
62009CJ0168,Approximation of laws
62009CJ0168,Designs
62010CJ0092,Trade marks
62010CJ0092,Intellectual; industrial and commercial property
62009CJ0393,Approximation of laws
62009CJ0393,Intellectual; industrial and commercial property
62009CJ0393,Copyright and related rights
62009CJ0229,Intellectual; industrial and commercial property
62009CJ0229,Approximation of laws
62009CJ0229,Agriculture and Fisheries
62009CJ0229,Patents
62009CJ0229,Plant health legislation
62008CJ0467,Freedom to provide services
62008CJ0467,Copyright and related rights
62008CJ0467,Approximation of laws
62008CJ0467,Intellectual; industrial and commercial property
62008CJ0467,Right of establishment
62009CJ0479,Trade marks
62009CJ0479,Intellectual; industrial and commercial property
62009CJ0048,Trade marks
62009CJ0048,Intellectual; industrial and commercial property
62009CJ0265,Trade marks
62009CJ0265,Intellectual; industrial and commercial property
62009CJ0066,Patents
62009CJ0066,Approximation of laws
62009CJ0066,Intellectual; industrial and commercial property
62009CJ0254,Trade marks
62009CJ0254,Intellectual; industrial and commercial property
62009CJ0214,Trade marks
62009CJ0214,Intellectual; industrial and commercial property
62008CJ0428,Intellectual; industrial and commercial property
62008CJ0428,Patents
62008CJ0428,Approximation of laws
62009CJ0051,Trade marks
62009CJ0051,Intellectual; industrial and commercial property
62009CJ0127,Trade marks
62009CJ0127,Approximation of laws
62009CJ0127,Intellectual; industrial and commercial property
62008CJ0569,Intellectual; industrial and commercial property
62008CJ0569,Trans-European networks
62009CJ0038,Agriculture and Fisheries
62009CJ0038,Intellectual; industrial and commercial property
62009CJ0038,Plant varieties
62008CJ0518,Copyright and related rights
62008CJ0518,Intellectual; industrial and commercial property
62008CJ0518,Approximation of laws
62008CJ0278,Intellectual; industrial and commercial property
62008CJ0278,Approximation of laws
62008CJ0236,Freedom to provide services
62008CJ0236,Approximation of laws
62008CJ0236,Intellectual; industrial and commercial property
62008CJ0236,Trade marks
62008CJ0236,Right of establishment
62008CJ0408,Trade marks
62008CJ0408,Intellectual; industrial and commercial property
62008CJ0398,Trade marks
62008CJ0398,Intellectual; industrial and commercial property
62008CJ0324,Intellectual; industrial and commercial property
62008CJ0324,Approximation of laws
62007CJ0301,Intellectual; industrial and commercial property
62007CJ0301,Trade marks
62007CJ0478,Quantitative restrictions
62007CJ0478,Measures having equivalent effect
62007CJ0478,Free movement of goods
62007CJ0478,Foodstuffs
62007CJ0478,Agriculture and Fisheries
62007CJ0478,Intellectual; industrial and commercial property
62007CJ0498,Trade marks
62007CJ0498,Intellectual; industrial and commercial property
62007CJ0482,Patents
62007CJ0482,Approximation of laws
62007CJ0482,Intellectual; industrial and commercial property
62008CJ0005,Freedom to provide services
62008CJ0005,Copyright and related rights
62008CJ0005,Intellectual; industrial and commercial property
62008CJ0005,Approximation of laws
62008CJ0005,Right of establishment
62008CJ0202,Intellectual; industrial and commercial property
62008CJ0202,Trade marks
62008CJ0032,Designs
62008CJ0032,General provisions
62008CJ0032,Intellectual; industrial and commercial property
62008CJ0302,Intellectual; industrial and commercial property
62008CJ0302,Trade marks
62008CJ0302,External relations
62008CJ0302,Commercial policy
62007CJ0487,Consumer protection
62007CJ0487,Intellectual; industrial and commercial property
62007CJ0487,Approximation of laws
62007CJ0529,Trade marks
62007CJ0529,Intellectual; industrial and commercial property
62007CJ0542,Intellectual; industrial and commercial property
62007CJ0542,Trade marks
62007CJ0398,Intellectual; industrial and commercial property
62007CJ0398,Trade marks
62008CJ0059,Approximation of laws
62008CJ0059,Intellectual; industrial and commercial property
62008CJ0021,Trade marks
62008CJ0021,Intellectual; industrial and commercial property
62007CJ0320,Trade marks
62007CJ0320,Intellectual; industrial and commercial property
62007CJ0545,Freedom to provide services
62007CJ0545,Intellectual; industrial and commercial property
62007CJ0545,Approximation of laws
62007CJ0545,Right of establishment
62008CJ0093,Customs Union
62008CJ0093,Commercial policy
62008CJ0093,External relations
62008CJ0093,Free movement of goods
62008CJ0093,Intellectual; industrial and commercial property
62007CJ0240,Copyright and related rights
62007CJ0240,Approximation of laws
62007CJ0240,Intellectual; industrial and commercial property
62007CJ0240,Freedom to provide services
62007CJ0240,Right of establishment
62007CJ0495,Intellectual; industrial and commercial property
62007CJ0495,Approximation of laws
62005CJ0276,Trade marks
62005CJ0276,Approximation of laws
62005CJ0276,Intellectual; industrial and commercial property
62006CJ0016,Intellectual; industrial and commercial property
62006CJ0016,Trade marks
62007CJ0052,Intellectual; industrial and commercial property
62007CJ0052,Competition
62008CJ0057,Trade marks
62008CJ0057,Intellectual; industrial and commercial property
62007CJ0442,Trade marks
62007CJ0442,Approximation of laws
62007CJ0442,Intellectual; industrial and commercial property
62007CJ0252,Approximation of laws
62007CJ0252,Intellectual; industrial and commercial property
62007CJ0304,Approximation of laws
62007CJ0304,Intellectual; industrial and commercial property
62007CJ0304,Freedom to provide services
62007CJ0304,Right of establishment
62007CJ0144,Intellectual; industrial and commercial property
62007CJ0144,Trade marks
62006CJ0514,Trade marks
62006CJ0514,Intellectual; industrial and commercial property
62006CJ0488,Intellectual; industrial and commercial property
62006CJ0488,Trade marks
62006CJ0533,Consumer protection
62006CJ0533,Intellectual; industrial and commercial property
62006CJ0533,Approximation of laws
62007CJ0507,General provisions
62007CJ0507,Intellectual; industrial and commercial property
62006CJ0304,Intellectual; industrial and commercial property
62006CJ0304,Trade marks
62007CJ0108,Trade marks
62007CJ0108,Intellectual; industrial and commercial property
62007CJ0102,Approximation of laws
62007CJ0102,Intellectual; industrial and commercial property
62007CJ0328,Approximation of laws
62007CJ0328,Intellectual; industrial and commercial property
62007CJ0032,Intellectual; industrial and commercial property
62007CJ0032,Approximation of laws
62006CJ0328,Intellectual; industrial and commercial property
62006CJ0328,Trade marks
62005CJ0020,Measures having equivalent effect
62005CJ0020,Quantitative restrictions
62005CJ0020,Free movement of goods
62005CJ0020,Intellectual; industrial and commercial property
62005CJ0020,Approximation of laws
62005CJ0020,Copyright and related rights
62006CJ0238,Intellectual; industrial and commercial property
62006CJ0238,Trade marks
62005CJ0311,Trade marks
62005CJ0311,Intellectual; industrial and commercial property
62006CJ0144,Trade marks
62006CJ0144,Intellectual; industrial and commercial property
62006CJ0193,Intellectual; industrial and commercial property
62006CJ0193,Trade marks
62006CJ0371,Intellectual; industrial and commercial property
62006CJ0371,Approximation of laws
62006CJ0234,Intellectual; industrial and commercial property
62006CJ0234,Trade marks
62005CJ0431,Intellectual; industrial and commercial property
62005CJ0431,World Trade Organization
62005CJ0431,Patents
62005CJ0431,External relations
62005CJ0431,Commercial policy
62006CJ0017,Intellectual; industrial and commercial property
62006CJ0017,Approximation of laws
62005CJ0334,Trade marks
62005CJ0334,Intellectual; industrial and commercial property
62005CJ0246,Intellectual; industrial and commercial property
62005CJ0246,Approximation of laws
62005CJ0412,Trade marks
62005CJ0412,Intellectual; industrial and commercial property
62004CJ0348,Intellectual; industrial and commercial property
62004CJ0348,Approximation of laws
62005CJ0273,Intellectual; industrial and commercial property
62005CJ0273,Trade marks
62005CJ0029,Intellectual; industrial and commercial property
62005CJ0029,Trade marks
62006CJ0171,Trade marks
62006CJ0171,Intellectual; industrial and commercial property
62005CJ0239,Approximation of laws
62005CJ0239,Intellectual; industrial and commercial property
62005CJ0048,Intellectual; industrial and commercial property
62005CJ0048,Approximation of laws
62003CJ0321,Approximation of laws
62003CJ0321,Intellectual; industrial and commercial property
62005CJ0175,Freedom to provide services
62005CJ0175,Right of establishment
62005CJ0175,Approximation of laws
62005CJ0175,Intellectual; industrial and commercial property
62005CJ0175,Freedom of establishment
62005CJ0198,Freedom to provide services
62005CJ0198,Right of establishment
62005CJ0198,Approximation of laws
62005CJ0198,Intellectual; industrial and commercial property
62005CJ0198,Copyright and related rights
62005CJ0180,Intellectual; industrial and commercial property
62005CJ0180,Approximation of laws
62005CJ0180,Right of establishment
62005CJ0180,Freedom to provide services
62005CJ0316,Trade marks
62005CJ0316,Intellectual; industrial and commercial property
62005CJ0306,Right of establishment
62005CJ0306,Copyright and related rights
62005CJ0306,Intellectual; industrial and commercial property
62005CJ0306,Approximation of laws
62005CJ0306,Freedom to provide services
62005CJ0281,Quantitative restrictions
62005CJ0281,Intellectual; industrial and commercial property
62005CJ0281,Approximation of laws
62005CJ0281,Measures having equivalent effect
62005CJ0281,Free movement of goods
62005CJ0036,Right of establishment
62005CJ0036,Freedom to provide services
62005CJ0036,Copyright and related rights
62005CJ0036,Intellectual; industrial and commercial property
62005CJ0036,Approximation of laws
62004CJ0479,Freedom to provide services
62004CJ0479,Right of establishment
62004CJ0479,Copyright and related rights
62004CJ0479,Approximation of laws
62004CJ0479,Intellectual; industrial and commercial property
62005CJ0108,Intellectual; industrial and commercial property
62005CJ0108,Approximation of laws
62005CJ0214,Trade marks
62005CJ0214,Intellectual; industrial and commercial property
62005CJ0053,Freedom to provide services
62005CJ0053,Right of establishment
62005CJ0053,Approximation of laws
62005CJ0053,Intellectual; industrial and commercial property
62005CJ0053,Copyright and related rights
62003CJ0004,Brussels Convention of 27 September 1968 - Jurisdiction
62003CJ0004,Brussels Convention of 27 September 1968
62003CJ0004,Intellectual; industrial and commercial property
62003CJ0004,Patents
62005CJ0061,Copyright and related rights
62005CJ0061,Approximation of laws
62005CJ0061,Intellectual; industrial and commercial property
62005CJ0061,Freedom to provide services
62005CJ0061,Right of establishment
62005CJ0024,Trade marks
62005CJ0024,Intellectual; industrial and commercial property
62005CJ0025,Intellectual; industrial and commercial property
62005CJ0025,Trade marks
62005CJ0007,Intellectual; industrial and commercial property
62005CJ0007,Agriculture and Fisheries
62005CJ0007,Plant varieties
62005CJ0169,Right of establishment
62005CJ0169,Freedom to provide services
62005CJ0169,Copyright and related rights
62005CJ0169,Intellectual; industrial and commercial property
62005CJ0169,Approximation of laws
62004CJ0416,Intellectual; industrial and commercial property
62004CJ0416,Trade marks
62004CJ0431,Approximation of laws
62004CJ0431,Patents
62004CJ0431,Intellectual; industrial and commercial property
62005CJ0145,Intellectual; industrial and commercial property
62005CJ0145,Approximation of laws
62004CJ0259,Intellectual; industrial and commercial property
62004CJ0259,Approximation of laws
62004CJ0206,Trade marks
62004CJ0206,Intellectual; industrial and commercial property
62004CJ0421,Intellectual; industrial and commercial property
62004CJ0421,Approximation of laws
62004CJ0361,Trade marks
62004CJ0361,Intellectual; industrial and commercial property
62004CJ0173,Intellectual; industrial and commercial property
62004CJ0173,Trade marks
62003CJ0405,Approximation of laws
62003CJ0405,Intellectual; industrial and commercial property
62003CJ0405,Trade marks
62004CJ0120,Approximation of laws
62004CJ0120,Intellectual; industrial and commercial property
62003CJ0037,Intellectual; industrial and commercial property
62003CJ0037,Trade marks
62004CJ0192,DADV
62004CJ0192,Freedom to provide services
62004CJ0192,Right of establishment
62004CJ0192,Approximation of laws
62004CJ0192,Intellectual; industrial and commercial property
62002CJ0418,Approximation of laws
62002CJ0418,Intellectual; industrial and commercial property
62003CJ0353,Approximation of laws
62003CJ0353,Intellectual; industrial and commercial property
62004CJ0028,Non-discrimination on grounds of nationality
62004CJ0028,Principles; objectives and tasks of the Treaties
62004CJ0028,anti-discrimination
62004CJ0028,Copyright and related rights
62004CJ0028,Intellectual; industrial and commercial property
62004CJ0286,Trade marks
62004CJ0286,Intellectual; industrial and commercial property
62003CJ0456,Intellectual; industrial and commercial property
62003CJ0456,Patents
62003CJ0456,Approximation of laws
62003CJ0207,External relations
62003CJ0207,European Free Trade Association (EFTA)
62003CJ0207,Approximation of laws
62003CJ0207,Patents
62003CJ0207,Intellectual; industrial and commercial property
62003CJ0228,Approximation of laws
62003CJ0228,Intellectual; industrial and commercial property
62003CJ0016,Intellectual; industrial and commercial property
62003CJ0016,Approximation of laws
62002CJ0245,External relations
62002CJ0245,Commercial policy
62002CJ0245,Intellectual; industrial and commercial property
62002CJ0245,World Trade Organization
62002CJ0203,Freedom to provide services
62002CJ0203,Intellectual; industrial and commercial property
62002CJ0203,Approximation of laws
62002CJ0203,Right of establishment
62002CJ0444,Intellectual; industrial and commercial property
62002CJ0444,Approximation of laws
62002CJ0444,Right of establishment
62002CJ0444,Freedom to provide services
62002CJ0338,Approximation of laws
62002CJ0338,Intellectual; industrial and commercial property
62002CJ0338,Freedom to provide services
62002CJ0338,Right of establishment
62002CJ0046,Right of establishment
62002CJ0046,Approximation of laws
62002CJ0046,Intellectual; industrial and commercial property
62002CJ0046,Freedom to provide services
62002CJ0064,Intellectual; industrial and commercial property
62002CJ0064,Trade marks
62002CJ0447,Intellectual; industrial and commercial property
62002CJ0447,Trade marks
62003CJ0031,Intellectual; industrial and commercial property
62003CJ0031,Approximation of laws
62003CJ0031,Patents
62003CJ0106,Intellectual; industrial and commercial property
62003CJ0106,Trade marks
62002CJ0336,Intellectual; industrial and commercial property
62002CJ0336,Agriculture and Fisheries
62002CJ0336,Plant varieties
62002CJ0136,Intellectual; industrial and commercial property
62002CJ0136,Trade marks
62002CJ0329,Trade marks
62002CJ0329,Intellectual; industrial and commercial property
62002CJ0404,Intellectual; industrial and commercial property
62002CJ0404,Approximation of laws
62002CJ0049,Intellectual; industrial and commercial property
62002CJ0049,Approximation of laws
62001CJ0473,Intellectual; industrial and commercial property
62001CJ0473,Trade marks
62002CJ0371,Intellectual; industrial and commercial property
62002CJ0371,Approximation of laws
62001CJ0456,Intellectual; industrial and commercial property
62001CJ0456,Trade marks
62001CJ0468,Trade marks
62001CJ0468,Intellectual; industrial and commercial property
62001CJ0182,Plant varieties
62001CJ0182,Agriculture and Fisheries
62001CJ0182,Intellectual; industrial and commercial property
62001CJ0218,Intellectual; industrial and commercial property
62001CJ0218,Approximation of laws
62000CJ0265,Approximation of laws
62000CJ0265,Intellectual; industrial and commercial property
61999CJ0363,Approximation of laws
61999CJ0363,Intellectual; industrial and commercial property
62002CJ0060,Commercial policy
62002CJ0060,External relations
62002CJ0060,Intellectual; industrial and commercial property
62002CJ0100,Approximation of laws
62002CJ0100,Intellectual; industrial and commercial property
62001CJ0408,Intellectual; industrial and commercial property
62001CJ0408,Approximation of laws
62000CJ0127,Patents
62000CJ0127,Approximation of laws
62000CJ0127,Intellectual; industrial and commercial property
62001CJ0283,Approximation of laws
62001CJ0283,Intellectual; industrial and commercial property
62001CJ0191,Trade marks
62001CJ0191,Intellectual; industrial and commercial property
62002CJ0433,Freedom of establishment
62002CJ0433,Intellectual; industrial and commercial property
62002CJ0433,Approximation of laws
62002CJ0433,Right of establishment
62002CJ0433,Freedom to provide services
62001CJ0104,Intellectual; industrial and commercial property
62001CJ0104,Approximation of laws
62000CJ0244,Measures having equivalent effect
62000CJ0244,Quantitative restrictions
62000CJ0244,Free movement of goods
62000CJ0244,Approximation of laws
62000CJ0244,Intellectual; industrial and commercial property
62001CJ0053,Approximation of laws
62001CJ0053,Intellectual; industrial and commercial property
62000CJ0305,Plant varieties
62000CJ0305,Agriculture and Fisheries
62000CJ0305,Intellectual; industrial and commercial property
62000CJ0291,Intellectual; industrial and commercial property
62000CJ0291,Approximation of laws
62001CJ0040,Intellectual; industrial and commercial property
62001CJ0040,Approximation of laws
62000CJ0245,Freedom to provide services
62000CJ0245,Right of establishment
62000CJ0245,Approximation of laws
62000CJ0245,Intellectual; industrial and commercial property
62000CJ0245,Freedom of establishment
62000CJ0292,Approximation of laws
62000CJ0292,Intellectual; industrial and commercial property
62000CJ0273,Approximation of laws
62000CJ0273,Intellectual; industrial and commercial property
62001CJ0023,Intellectual; industrial and commercial property
62001CJ0023,Approximation of laws
62001CJ0206,Intellectual; industrial and commercial property
62001CJ0206,Approximation of laws
62000CJ0104,Intellectual; industrial and commercial property
62000CJ0104,Trade marks
61999CJ0299,Approximation of laws
61999CJ0299,Intellectual; industrial and commercial property
62000CJ0360,Free movement of goods
62000CJ0360,Principles; objectives and tasks of the Treaties
62000CJ0360,Intellectual; industrial and commercial property
62000CJ0002,Approximation of laws
62000CJ0002,Intellectual; industrial and commercial property
61999CJ0443,Free movement of goods
61999CJ0443,Intellectual; industrial and commercial property
61999CJ0443,Approximation of laws
61999CJ0443,Measures having equivalent effect
61999CJ0443,Quantitative restrictions
