source,target
62005CJ0345,62003CJ0471
62010CJ0539,62003CJ0471
62007CJ0124,62003CJ0472
62008CJ0242,62003CJ0472
62006CJ0283,62003CJ0475
62006CJ0484,62003CJ0475
62007CJ0502,62003CJ0475
62008CO0119,62003CJ0475
62009CJ0041,62003CJ0475
62009CJ0049,62003CJ0475
62009CJ0188,62003CJ0475
62010CJ0016,62003CJ0475
62010CJ0520,62003CJ0475
62012CJ0139,62003CJ0475
62002CJ0341,62003CJ0482
62003CJ0135,62003CJ0482
62003CJ0264,62003CJ0482
62007CJ0106,62003CJ0482
62011CJ0150,62003CJ0482
62012CJ0421,62003CJ0482
62009CJ0304,62003CJ0485
62009CJ0137,62003CJ0491
62009CJ0497,62003CJ0491
62012CJ0082,62003CJ0491
62004CJ0046,62003CJ0494
62005CJ0366,62003CJ0494
62006CJ0251,62003CJ0494
62003CJ0461,62003CJ0495
62004CJ0311,62003CJ0495
62004CJ0445,62003CJ0495
62004CJ0500,62003CJ0495
62006CJ0142,62003CJ0495
62006CJ0229,62003CJ0495
62006CJ0310,62003CJ0495
62007CJ0312,62003CJ0495
62007CJ0403,62003CJ0495
62008CJ0056,62003CJ0495
62008CJ0140,62003CJ0495
62010CJ0153,62003CJ0495
62014CJ0072,62003CJ0495
62014CJ0160,62003CJ0495
62014CJ0409,62003CJ0495
62015CJ0198,62003CJ0495
62015CJ0286,62003CJ0495
62016CJ0003,62003CJ0495
62004CJ0415,62003CJ0498
62004CJ0443,62003CJ0498
62005CJ0106,62003CJ0498
62005CJ0363,62003CJ0498
62005CJ0445,62003CJ0498
62005CO0093,62003CJ0498
62006CJ0097,62003CJ0498
62008CJ0199,62003CJ0498
62008CJ0262,62003CJ0498
62008CJ0473,62003CJ0498
62008CJ0492,62003CJ0498
62011CJ0174,62003CJ0498
62012CJ0319,62003CJ0498
62005CJ0443,62003CJ0499
62005CO0420,62003CJ0499
62006CJ0344,62003CJ0499
62006CJ0535,62003CJ0499
62007CJ0038,62003CJ0499
62008CO0488,62003CJ0499
62009CO0150,62003CJ0499
62009CO0498,62003CJ0499
62010CJ0409,62003CJ0499
62012CO0289,62003CJ0499
62005CJ0065,62003CJ0500
62005CJ0135,62003CJ0502
62002CJ0441,62003CJ0503
62005CJ0284,62003CJ0503
62005CJ0294,62003CJ0503
62005CJ0387,62003CJ0503
62005CJ0409,62003CJ0503
62005CJ0461,62003CJ0503
62006CJ0050,62003CJ0503
62006CJ0239,62003CJ0503
62007CJ0033,62003CJ0503
62008CJ0127,62003CJ0503
62010CJ0430,62003CJ0503
62008CJ0537,62003CJ0506
62004CJ0412,62003CJ0507
62006CJ0119,62003CJ0507
62006CJ0347,62003CJ0507
62006CJ0454,62003CJ0507
62008CJ0091,62003CJ0507
62008CJ0160,62003CJ0507
62009CJ0226,62003CJ0507
62010CJ0095,62003CJ0507
62013CJ0113,62003CJ0507
62003CJ0290,62003CJ0508
62006CJ0082,62003CJ0508
62006CJ0440,62003CJ0508
62007CJ0423,62003CJ0508
62008CJ0543,62003CJ0508
62009CJ0050,62003CJ0508
62009CJ0128,62003CJ0508
62009CJ0132,62003CJ0508
62009CJ0275,62003CJ0508
62009CO0177,62003CJ0508
62010CJ0182,62003CJ0508
62010CJ0416,62003CJ0508
62011CJ0281,62003CJ0508
62010CJ0128,62003CJ0511
62004CJ0493,62003CJ0512
62006CJ0443,62003CJ0512
62004CJ0386,62003CJ0513
62004CJ0446,62003CJ0513
62004CJ0452,62003CJ0513
62004CJ0470,62003CJ0513
62005CJ0101,62003CJ0513
62005CO0201,62003CJ0513
62006CJ0256,62003CJ0513
62006CJ0414,62003CJ0513
62007CJ0011,62003CJ0513
62007CJ0043,62003CJ0513
62007CJ0318,62003CJ0513
62007CO0439,62003CJ0513
62008CJ0067,62003CJ0513
62008CJ0510,62003CJ0513
62010CJ0025,62003CJ0513
62011CJ0544,62003CJ0513
62011CO0038,62003CJ0513
62012CJ0181,62003CJ0513
62013CJ0560,62003CJ0513
62015CJ0244,62003CJ0513
62004CJ0260,62003CJ0514
62005CJ0065,62003CJ0514
62005CJ0148,62003CJ0514
62005CJ0257,62003CJ0514
62005CJ0361,62003CJ0514
62005CJ0393,62003CJ0514
62005CJ0404,62003CJ0514
62005CJ0465,62003CJ0514
62010CJ0357,62003CJ0514
62017CJ0591,62003CJ0514
62004CJ0456,62003CJ0515
62005CJ0279,62003CJ0515
62010CJ0364,62003CJ0515
62012CJ0116,62003CJ0515
62013CJ0155,62003CJ0515
62015CJ0423,62003CJ0515
62005CJ0148,62003CJ0519
62006CJ0116,62003CJ0519
62006CJ0442,62003CJ0519
62010CJ0149,62003CJ0519
62011CJ0512,62003CJ0519
62013CJ0433,62003CJ0519
62014CJ0351,62003CJ0519
62005CO0177,62003CJ0520
62006CJ0246,62003CJ0520
62006CJ0498,62003CJ0520
62017CJ0057,62003CJ0520
62005CJ0283,62003CJ0522
62010CJ0292,62003CJ0522
62004CJ0098,62003CJ0525
62004CJ0199,62003CJ0525
62004CJ0221,62003CJ0525
62005CJ0337,62003CJ0525
62005CJ0456,62003CJ0525
62009CJ0020,62003CJ0525
62010CJ0233,62003CJ0525
62004CJ0006,62003CJ0531
62005CJ0321,62003CJ0531
62008CJ0505,62003CJ0531
62009CJ0154,62003CJ0531
62009CJ0311,62003CJ0531
62010CJ0490,62003CJ0533
62014CJ0048,62003CJ0533
62005CJ0141,62003CJ0535
62007CJ0343,62003CJ0535
62008CJ0453,62003CJ0535
62009CJ0221,62003CJ0535
62011CJ0373,62003CJ0535
62017CJ0611,62003CJ0535
62010CO0151,62003CJ0536
62004CO0447,62003CJ0537
62005CJ0356,62003CJ0537
62009CJ0409,62003CJ0537
62009CJ0484,62003CJ0537
62010CJ0300,62003CJ0537
62010CJ0442,62003CJ0537
62010CO0229,62003CJ0537
62011CO0486,62003CJ0537
62012CO0096,62003CJ0537
62003CJ0004,62003CJ0539
62006CJ0098,62003CJ0539
62010CJ0616,62003CJ0539
62013CJ0366,62003CJ0539
62006CJ0244,62003CJ0540
62008CJ0578,62003CJ0540
62009CJ0505,62003CJ0540
62010CJ0400,62003CJ0540
62011CJ0356,62003CJ0540
62011CJ0401,62003CJ0540
62013CJ0528,62003CJ0540
62013CO0329,62003CJ0540
62014CJ0558,62003CJ0540
62017CJ0257,62003CJ0540
62017CJ0469,62003CJ0540
62017CJ0476,62003CJ0540
62017CJ0516,62003CJ0540
62005CJ0120,62003CJ0542
62003CJ0153,62003CJ0543
62006CJ0352,62003CJ0543
62007CJ0208,62003CJ0543
62009CJ0016,62003CJ0543
62009CJ0516,62003CJ0543
62012CJ0347,62003CJ0543
62015CJ0569,62003CJ0543
62004CJ0094,62003CJ0544
62004CJ0522,62003CJ0544
62005CJ0134,62003CJ0544
62006CJ0250,62003CJ0544
62006CO0505,62003CJ0544
62008CJ0169,62003CJ0544
62014CJ0098,62003CJ0544
62017CJ0591,62003CJ0544
62017CJ0625,62003CJ0544
62008CJ0423,62003CJ0546
62009CJ0405,62003CJ0546
62013CJ0129,62003CJ0546
62004CJ0105,62003CJ0551
62004CJ0113,62003CJ0551
62004CJ0167,62003CJ0551
62004CJ0403,62003CJ0551
62006CJ0266,62003CJ0551
62006CJ0487,62003CJ0551
62006CJ0535,62003CJ0551
62007CJ0101,62003CJ0551
62007CJ0103,62003CJ0551
62007CJ0209,62003CJ0551
62007CJ0322,62003CJ0551
62008CO0488,62003CJ0551
62009CJ0090,62003CJ0551
62009CJ0329,62003CJ0551
62010CJ0200,62003CJ0551
62010CO0433,62003CJ0551
62010CO0448,62003CJ0551
62011CJ0314,62003CJ0551
62011CO0584,62003CJ0551
62012CJ0115,62003CJ0551
62012CJ0382,62003CJ0551
62012CJ0601,62003CJ0551
62013CJ0585,62003CJ0551
62013CO0670,62003CJ0551
62014CJ0280,62003CJ0551
62014CJ0431,62003CJ0551
62014CJ0606,62003CJ0551
62014CO0022,62003CJ0551
62014CO0259,62003CJ0551
62014CO0370,62003CJ0551
62015CJ0045,62003CJ0551
62015CJ0486,62003CJ0551
62017CJ0346,62003CJ0551
62017CO0233,62003CJ0551
62004CJ0120,62003CO0003
62004CJ0421,62003CO0003
62005CJ0334,62003CO0003
62005CO0235,62003CO0003
62005CO0314,62003CO0003
62005CO0324,62003CO0003
62006CJ0171,62003CO0003
62006CO0245,62003CO0003
62007CO0498,62003CO0003
62008CO0300,62003CO0003
62009CO0521,62003CO0003
62005CO0075,62003CO0012
62008CO0432(01),62003CO0012
62008CO0513(01),62003CO0012
62008CO0528(01),62003CO0012
62009CO0038,62003CO0012
62009CO0465,62003CO0012
62010CO0005(02),62003CO0012
62010CO0451(01),62003CO0012
62011CO0582(01),62003CO0012
62009CO0038,62003CO0013
62003CJ0240,62003CO0018
62003CJ0039,62003CO0039
62003CO0039(02),62003CO0039
62003CO0156,62003CO0039
62004CO0105,62003CO0039
62004CO0512(01),62003CO0039
62009CO0448(01),62003CO0039
62013CO0426,62003CO0039
62013CO0506,62003CO0039
62014CO0078(01),62003CO0039
62017CO0441(02),62003CO0039
62004CO0105,62003CO0039(02)
62004CO0512(01),62003CO0039(02)
62009CO0448(01),62003CO0039(02)
62003CO0261,62003CO0069
62016CJ0184,62003CO0085
62014CJ0566,62003CO0151
62004CO0105,62003CO0156
62011CO0208(01),62003CO0156
62011CO0656,62003CO0156
62004CO0105,62003CO0156(02)
62005CO0171,62003CO0180
62015CO0162,62003CO0182
62005CJ0412,62003CO0192
62009CO0332,62003CO0192
62012CJ0337,62003CO0192
62006CJ0348,62003CO0196
62006CO0040,62003CO0206
62014CO0581,62003CO0206
62003CJ0208,62003CO0208
62014CO0431,62003CO0208
62017CO0441(02),62003CO0208
62010CJ0465,62003CO0222
62003CJ0451,62003CO0250
62004CJ0094,62003CO0250
62007CO0386,62003CO0250
62017CJ0729,62003CO0250
62003CJ0320,62003CO0320
62003CO0320(02),62003CO0320
62003CJ0320,62003CO0320(01)
62003CO0320(02),62003CO0320(01)
62003CJ0320,62003CO0320(02)
62006CJ0314,62003CO0325
62008CO0084,62003CO0325
62010CO0073,62003CO0325
62010CO0290,62003CO0325
62015CO0399,62003CO0325
62015CO0602,62003CO0325
62015CO0603,62003CO0325
62003CO0325,62003CO0369
62008CO0084,62003CO0369
62007CO0483,62003CO0379
62013CO0064,62003CO0379
62016CO0137,62003CO0379
62010CO0143,62003CO0396
62010CO0540,62003CO0396
62007CO0073,62003CO0453
62007CO0073,62003CO0458
62014CJ0417,62003CO0517
62016CO0663,62003CO0521
62016CO0666,62003CO0521
62014CJ0345,62003CO0552
62008CJ0175,62004CJ0003
62008CJ0323,62004CJ0003
62009CJ0203,62004CJ0003
62010CJ0482,62004CJ0003
62012CJ0139,62004CJ0003
62012CJ0184,62004CJ0003
62012CJ0313,62004CJ0003
62014CO0092,62004CJ0003
62016CJ0048,62004CJ0003
62010CJ0601,62004CJ0004
62013CJ0118,62004CJ0004
62003CJ0098,62004CJ0006
62004CJ0034,62004CJ0006
62004CJ0418,62004CJ0006
62004CJ0508,62004CJ0006
62005CJ0183,62004CJ0006
62006CJ0082,62004CJ0006
62006CJ0387,62004CJ0006
62007CJ0268,62004CJ0006
62007CJ0287,62004CJ0006
62007CJ0292,62004CJ0006
62010CJ0347,62004CJ0006
62013CO0089,62004CJ0011
62013CO0520,62004CJ0011
62013CO0089,62004CJ0012
62013CO0520,62004CJ0012
62004CJ0484,62004CJ0014
62005CJ0307,62004CJ0014
62005CO0437,62004CJ0014
62006CJ0268,62004CJ0014
62009CJ0243,62004CJ0014
62010CO0258,62004CJ0014
62016CJ0175,62004CJ0014
62006CJ0241,62004CJ0015
62013CJ0440,62004CJ0015
62015CJ0391,62004CJ0015
62008CJ0386,62004CJ0023
62008CJ0442,62004CJ0023
62010CJ0409,62004CJ0023
62012CJ0028,62004CJ0027
62012CJ0114,62004CJ0027
62006CJ0500,62004CJ0028
62008CJ0103,62004CJ0028
62009CJ0137,62004CJ0028
62015CJ0240,62004CJ0028
62004CJ0410,62004CJ0029
62004CJ0484,62004CJ0029
62005CJ0295,62004CJ0029
62005CJ0337,62004CJ0029
62005CJ0371,62004CJ0029
62005CJ0382,62004CJ0029
62006CJ0454,62004CJ0029
62007CJ0573,62004CJ0029
62008CJ0196,62004CJ0029
62015CJ0051,62004CJ0029
62011CJ0282,62004CJ0030
62005CJ0255,62004CJ0033
62005CJ0456,62004CJ0033
62006CJ0531,62004CJ0033
62007CJ0423,62004CJ0033
62007CJ0457,62004CJ0033
62007CJ0562,62004CJ0033
62008CJ0171,62004CJ0033
62008CJ0306,62004CJ0033
62009CJ0154,62004CJ0033
62009CJ0311,62004CJ0033
62010CJ0365,62004CJ0033
62015CJ0552,62004CJ0033
62013CJ0433,62004CJ0034
62003CJ0540,62004CJ0036
62004CJ0386,62004CJ0039
62006CJ0248,62004CJ0039
62007CJ0318,62004CJ0039
62009CJ0072,62004CJ0039
62009CJ0262,62004CJ0039
62011CJ0544,62004CJ0039
62013CJ0344,62004CJ0039
62017CJ0679,62004CJ0039
62003CJ0432,62004CJ0040
62005CJ0315,62004CJ0040
62006CJ0227,62004CJ0040
62005CJ0111,62004CJ0041
62005CJ0166,62004CJ0041
62006CJ0425,62004CJ0041
62008CJ0461,62004CJ0041
62009CJ0088,62004CJ0041
62009CJ0175,62004CJ0041
62009CJ0497,62004CJ0041
62011CJ0044,62004CJ0041
62011CJ0224,62004CJ0041
62011CJ0392,62004CJ0041
62011CO0117,62004CJ0041
62012CJ0018,62004CJ0041
62012CJ0155,62004CJ0041
62015CJ0432,62004CJ0041
62015CJ0453,62004CJ0041
62017CJ0568,62004CJ0041
62003CJ0323,62004CJ0043
62010CJ0524,62004CJ0043
62004CJ0180,62004CJ0053
62006CJ0001,62004CJ0053
62007CJ0378,62004CJ0053
62007CO0364,62004CJ0053
62008CO0519,62004CJ0053
62009CJ0109,62004CJ0053
62009CJ0250,62004CJ0053
62010CJ0104,62004CJ0053
62010CJ0586,62004CJ0053
62010CO0003,62004CJ0053
62010CO0020,62004CJ0053
62013CJ0362,62004CJ0053
62013CO0050,62004CJ0053
62013CO0362,62004CJ0053
62014CO0086,62004CJ0053
62017CJ0046,62004CJ0053
62011CJ0234,62004CJ0063
62011CJ0257,62004CJ0063
62011CJ0285,62004CJ0063
62011CJ0550,62004CJ0063
62014CJ0277,62004CJ0063
62003CJ0380,62004CJ0066
62004CJ0217,62004CJ0066
62012CJ0270,62004CJ0066
62013CJ0672,62004CJ0071
62013CJ0690,62004CJ0071
62004CJ0343,62004CJ0073
62014CJ0194,62004CJ0074
62006CJ0463,62004CJ0077
62008CJ0347,62004CJ0077
62016CJ0340,62004CJ0077
62016CJ0368,62004CJ0077
62004CJ0192,62004CJ0089
62005CJ0306,62004CJ0089
62007CJ0336,62004CJ0089
62010CJ0135,62004CJ0089
62005CJ0020,62004CJ0094
62005CJ0134,62004CJ0094
62005CJ0222,62004CJ0094
62005CJ0295,62004CJ0094
62005CJ0341,62004CJ0094
62005CJ0379,62004CJ0094
62005CJ0380,62004CJ0094
62005CJ0429,62004CJ0094
62005CJ0446,62004CJ0094
62005CJ0465,62004CJ0094
62006CJ0250,62004CJ0094
62006CJ0500,62004CJ0094
62006CJ0518,62004CJ0094
62007CJ0313,62004CJ0094
62007CJ0570,62004CJ0094
62007CO0386,62004CJ0094
62008CJ0012,62004CJ0094
62008CJ0013,62004CJ0094
62008CJ0247,62004CJ0094
62008CJ0317,62004CJ0094
62008CJ0393,62004CJ0094
62009CJ0225,62004CJ0094
62009CJ0245,62004CJ0094
62009CJ0338,62004CJ0094
62009CO0217,62004CJ0094
62010CJ0145,62004CJ0094
62010CJ0197,62004CJ0094
62010CJ0242,62004CJ0094
62010CJ0307,62004CJ0094
62010CJ0509,62004CJ0094
62010CJ0618,62004CJ0094
62011CJ0127,62004CJ0094
62011CJ0180,62004CJ0094
62011CJ0414,62004CJ0094
62011CJ0475,62004CJ0094
62011CJ0661,62004CJ0094
62012CJ0001,62004CJ0094
62012CJ0139,62004CJ0094
62012CJ0327,62004CJ0094
62012CO0468,62004CJ0094
62013CJ0184,62004CJ0094
62013CJ0420,62004CJ0094
62013CJ0421,62004CJ0094
62013CJ0537,62004CJ0094
62014CJ0235,62004CJ0094
62014CO0092,62004CJ0094
62016CJ0427,62004CJ0094
62016CO0027,62004CJ0094
62016CO0491,62004CJ0094
62017CJ0216,62004CJ0094
62007CJ0052,62004CJ0095
62008CJ0280,62004CJ0095
62009CJ0052,62004CJ0095
62010CJ0549,62004CJ0095
62014CJ0413,62004CJ0095
62008CO0497,62004CJ0096
62004CJ0195,62004CJ0098
62004CJ0199,62004CJ0098
62006CJ0186,62004CJ0098
62008CJ0343,62004CJ0098
62009CJ0050,62004CJ0098
62008CO0231,62004CJ0100
62004CJ0407,62004CJ0105
62005CJ0362,62004CJ0105
62005CO0320,62004CJ0105
62007CJ0209,62004CJ0105
62007CJ0534,62004CJ0105
62009CJ0521,62004CJ0105
62011CO0584,62004CJ0105
62013CJ0625,62004CJ0105
62013CJ0644,62004CJ0105
62013CO0199,62004CJ0105
62015CJ0094,62004CJ0105
62004CJ0520,62004CJ0109
62005CJ0010,62004CJ0109
62005CJ0040,62004CJ0109
62005CJ0208,62004CJ0109
62006CJ0527,62004CJ0109
62008CJ0325,62004CJ0109
62008CJ0345,62004CJ0109
62010CJ0357,62004CJ0109
62012CJ0105,62004CJ0109
62012CJ0514,62004CJ0109
62014CJ0229,62004CJ0109
62014CJ0515,62004CJ0109
62016CJ0052,62004CJ0109
62011CJ0439,62004CJ0111
62004CO0105,62004CJ0113
62005CJ0362,62004CJ0113
62017CJ0099,62004CJ0113
62006CJ0201,62004CJ0114
61999CJ0212,62004CJ0119
62004CJ0503,62004CJ0119
62005CJ0422,62004CJ0119
62006CJ0070,62004CJ0119
62006CJ0082,62004CJ0119
62006CJ0504,62004CJ0119
62007CJ0121,62004CJ0119
62007CJ0369,62004CJ0119
62013CJ0196,62004CJ0119
62015CJ0066,62004CJ0119
62017CJ0543,62004CJ0119
62005CJ0334,62004CJ0120
62006CJ0533,62004CJ0120
62007CJ0102,62004CJ0120
62007CJ0498,62004CJ0120
62007CO0498,62004CJ0120
62008CJ0202,62004CJ0120
62008CJ0236,62004CJ0120
62008CJ0278,62004CJ0120
62009CJ0051,62004CJ0120
62009CJ0254,62004CJ0120
62010CO0204,62004CJ0120
62010CO0532,62004CJ0120
62011CJ0327,62004CJ0120
62011CJ0655,62004CJ0120
62011CO0067,62004CJ0120
62012CJ0252,62004CJ0120
62013CO0193,62004CJ0120
62015CJ0689,62004CJ0120
62017CJ0505,62004CJ0120
62005CJ0443,62004CJ0122
62013CO0555,62004CJ0125
62008CJ0358,62004CJ0127
62009CJ0554,62004CJ0128
62012CJ0222,62004CJ0128
62012CJ0317,62004CJ0128
62006CO0492,62004CJ0129
62008CJ0145,62004CJ0129
62006CJ0350,62004CJ0131
62010CJ0155,62004CJ0131
62012CJ0539,62004CJ0131
62013CJ0396,62004CJ0131
62013CJ0316,62004CJ0132
62005CJ0141,62004CJ0134
62006CJ0184,62004CJ0134
62003CJ0344,62004CJ0135
62007CJ0429,62004CJ0136
62008CJ0134,62004CJ0136
62011CJ0007,62004CJ0136
62012CJ0290,62004CJ0136
62013CJ0345,62004CJ0136
62006CJ0227,62004CJ0137
62014CJ0515,62004CJ0137
62017CJ0272,62004CJ0137
62005CJ0098,62004CJ0138
62005CJ0392,62004CJ0138
62011CJ0542,62004CJ0140
62012CJ0273,62004CJ0140
62004CJ0142,62004CJ0141
62005CJ0274,62004CJ0141
62006CJ0286,62004CJ0141
62008CO0180,62004CJ0141
62004CJ0141,62004CJ0142
62004CJ0212,62004CJ0144
62005CJ0411,62004CJ0144
62006CJ0357,62004CJ0144
62006CJ0427,62004CJ0144
62007CJ0261,62004CJ0144
62007CJ0378,62004CJ0144
62007CJ0388,62004CJ0144
62007CJ0555,62004CJ0144
62007CO0364,62004CJ0144
62008CJ0088,62004CJ0144
62008CJ0147,62004CJ0144
62008CJ0499,62004CJ0144
62008CO0519,62004CJ0144
62009CJ0045,62004CJ0144
62009CJ0109,62004CJ0144
62009CJ0250,62004CJ0144
62010CJ0002,62004CJ0144
62010CJ0307,62004CJ0144
62010CO0020,62004CJ0144
62010CO0272,62004CJ0144
62011CJ0040,62004CJ0144
62011CJ0251,62004CJ0144
62013CJ0198,62004CJ0144
62014CJ0432,62004CJ0144
62016CJ0414,62004CJ0144
62017CJ0378,62004CJ0144
62017CJ0396,62004CJ0144
62004CJ0300,62004CJ0145
62004CJ0222,62004CJ0148
62004CJ0393,62004CJ0148
62004CO0336,62004CJ0148
62011CJ0197,62004CJ0148
62015CJ0076,62004CJ0148
62017CJ0349,62004CJ0148
62017CJ0387,62004CJ0148
62004CJ0522,62004CJ0150
62005CJ0451,62004CJ0150
62008CJ0169,62004CJ0150
62008CJ0356,62004CJ0150
62010CJ0287,62004CJ0150
62010CJ0383,62004CJ0150
62012CJ0296,62004CJ0150
62013CJ0344,62004CJ0150
62003CJ0232,62004CJ0151
62004CO0291,62004CJ0151
62004CO0435,62004CJ0151
62005CO0242,62004CJ0151
62008CO0042,62004CJ0151
62008CO0364,62004CJ0151
62010CJ0578,62004CJ0151
62003CJ0380,62004CJ0154
62003CJ0453,62004CJ0154
62004CJ0066,62004CJ0154
62004CJ0344,62004CJ0154
62004CJ0479,62004CJ0154
62006CJ0275,62004CJ0154
62007CJ0219,62004CJ0154
62008CJ0058,62004CJ0154
62009CJ0077,62004CJ0154
62011CJ0059,62004CJ0154
62011CJ0180,62004CJ0154
62012CJ0063,62004CJ0154
62014CJ0051,62004CJ0154
62014CJ0157,62004CJ0154
62014CJ0358,62004CJ0154
62014CJ0525,62004CJ0154
62015CJ0696,62004CJ0154
62016CJ0080,62004CJ0154
62005CJ0327,62004CJ0156
62008CJ0160,62004CJ0156
62005CJ0135,62004CJ0157
62005CJ0269,62004CJ0157
62005CJ0361,62004CJ0157
62006CJ0398,62004CJ0157
62006CJ0143,62004CJ0158
62006CO0126,62004CJ0158
62007CJ0205,62004CJ0158
62005CJ0266,62004CJ0167
62005CJ0402,62004CJ0167
62006CJ0016,62004CJ0167
62006CJ0266,62004CJ0167
62006CO0459,62004CJ0167
62012CO0354,62004CJ0167
62014CJ0227,62004CJ0167
62014CO0291,62004CJ0167
62005CJ0134,62004CJ0168
62008CJ0515,62004CJ0168
62009CJ0307,62004CJ0168
62011CJ0212,62004CJ0168
62013CJ0091,62004CJ0168
62014CJ0235,62004CJ0168
62005CJ0363,62004CJ0169
62005CJ0453,62004CJ0169
62007CJ0124,62004CJ0169
62008CJ0242,62004CJ0169
62009CJ0175,62004CJ0169
62011CJ0275,62004CJ0169
62011CJ0424,62004CJ0169
62012CJ0464,62004CJ0169
62015CJ0040,62004CJ0169
62005CJ0186,62004CJ0170
62006CJ0531,62004CJ0170
62007CJ0141,62004CJ0170
62009CJ0421,62004CJ0170
62010CJ0456,62004CJ0170
62015CJ0148,62004CJ0170
62005CJ0024,62004CJ0173
62005CJ0025,62004CJ0173
62005CO0324,62004CJ0173
62006CJ0514,62004CJ0173
62007CO0243,62004CJ0173
62008CO0300,62004CJ0173
62008CO0488,62004CJ0173
62009CJ0038,62004CJ0173
62010CJ0344,62004CJ0173
62011CJ0053,62004CJ0173
62011CO0649,62004CJ0173
62012CO0354,62004CJ0173
62017CJ0026,62004CJ0173
62004CJ0282,62004CJ0174
62005CJ0112,62004CJ0174
62006CJ0274,62004CJ0174
62008CJ0171,62004CJ0174
62008CJ0543,62004CJ0174
62012CJ0105,62004CJ0174
62017CJ0625,62004CJ0174
62000CJ0052,62004CJ0177
62002CJ0441,62004CJ0177
62004CJ0119,62004CJ0177
62006CJ0070,62004CJ0177
62007CJ0369,62004CJ0177
62007CJ0457,62004CJ0177
62008CJ0109,62004CJ0177
62010CJ0610,62004CJ0177
62007CJ0378,62004CJ0180
62007CO0364,62004CJ0180
62008CO0519,62004CJ0180
62009CJ0109,62004CJ0180
62009CJ0250,62004CJ0180
62010CO0003,62004CJ0180
62010CO0020,62004CJ0180
62013CJ0362,62004CJ0180
62013CO0050,62004CJ0180
62013CO0362,62004CJ0180
62014CO0086,62004CJ0180
62015CJ0413,62004CJ0180
62017CJ0331,62004CJ0180
62007CJ0241,62004CJ0181
62008CJ0201,62004CJ0181
62011CJ0033,62004CJ0181
62016CJ0033,62004CJ0181
62005CJ0072,62004CJ0184
62007CJ0138,62004CJ0184
62009CJ0277,62004CJ0184
62011CJ0299,62004CJ0184
62013CO0500,62004CJ0184
62014CJ0332,62004CJ0184
62005CJ0392,62004CJ0185
62005CO0336,62004CJ0185
62006CJ0227,62004CJ0185
62012CJ0166,62004CJ0185
62012CJ0233,62004CJ0185
62014CJ0515,62004CJ0185
62017CJ0272,62004CJ0185
62015CJ0502,62004CJ0191
62005CJ0306,62004CJ0192
62008CJ0403,62004CJ0192
62009CJ0431,62004CJ0192
62003CJ0466,62004CJ0193
62013CO0089,62004CJ0194
62013CO0520,62004CJ0194
62004CJ0412,62004CJ0195
62004CJ0501,62004CJ0195
62006CJ0387,62004CJ0195
62006CJ0411,62004CJ0195
62007CJ0475,62004CJ0195
62008CJ0211,62004CJ0195
62008CJ0343,62004CJ0195
62008CJ0385,62004CJ0195
62010CJ0141,62004CJ0195
62010CJ0576,62004CJ0195
62014CJ0515,62004CJ0195
62004CJ0347,62004CJ0196
62004CJ0374,62004CJ0196
62004CJ0446,62004CJ0196
62004CJ0452,62004CJ0196
62004CJ0524,62004CJ0196
62004CO0492,62004CJ0196
62005CJ0112,62004CJ0196
62005CJ0157,62004CJ0196
62005CJ0231,62004CJ0196
62005CJ0298,62004CJ0196
62005CJ0321,62004CJ0196
62005CJ0451,62004CJ0196
62005CJ0464,62004CJ0196
62005CO0102,62004CJ0196
62005CO0201,62004CJ0196
62006CJ0073,62004CJ0196
62006CJ0284,62004CJ0196
62006CJ0286,62004CJ0196
62006CJ0414,62004CJ0196
62006CO0415,62004CJ0196
62007CJ0105,62004CJ0196
62007CJ0207,62004CJ0196
62007CJ0282,62004CJ0196
62007CJ0303,62004CJ0196
62007CJ0326,62004CJ0196
62007CJ0406,62004CJ0196
62007CJ0540,62004CJ0196
62007CO0439,62004CJ0196
62008CJ0182,62004CJ0196
62008CJ0247,62004CJ0196
62008CJ0311,62004CJ0196
62008CJ0384,62004CJ0196
62008CO0364,62004CJ0196
62009CJ0072,62004CJ0196
62009CJ0097,62004CJ0196
62009CJ0310,62004CJ0196
62010CJ0148,62004CJ0196
62010CJ0318,62004CJ0196
62010CJ0371,62004CJ0196
62010CJ0417,62004CJ0196
62010CO0199,62004CJ0196
62010CO0529,62004CJ0196
62011CJ0035,62004CJ0196
62011CJ0322,62004CJ0196
62011CO0038,62004CJ0196
62012CJ0080,62004CJ0196
62012CJ0164,62004CJ0196
62012CJ0475,62004CJ0196
62013CJ0589,62004CJ0196
62014CO0318,62004CJ0196
62016CJ0006,62004CJ0196
62016CJ0359,62004CJ0196
62017CJ0625,62004CJ0196
62004CJ0156,62004CJ0199
62007CJ0457,62004CJ0199
62010CJ0365,62004CJ0199
62011CJ0068,62004CJ0199
62014CJ0233,62004CJ0199
62016CJ0380,62004CJ0200
62017CJ0552,62004CJ0200
62006CJ0450,62004CJ0201
62007CO0477,62004CJ0201
62008CJ0124,62004CJ0201
62008CJ0264,62004CJ0201
62009CJ0075,62004CJ0201
62010CJ0017,62004CJ0201
62014CJ0552,62004CJ0201
62014CJ0553,62004CJ0201
62016CJ0046,62004CJ0201
62017CJ0432,62004CJ0201
62005CJ0020,62004CJ0202
62007CJ0350,62004CJ0202
62011CJ0414,62004CJ0204
62004CJ0371,62004CJ0205
62005CJ0287,62004CJ0205
